timestamp,productName,Brand,jumia_price,jumia_oldPrice,jumia_discount,jumia_rating,jumia_verifiedRatings,jumia_stock,Key_Features
2024-10-03T20:35:38.695Z,Tecno CAMON 20 Premier 5G Mr Doodle Edition (Night),Tecno,"KSh 59,999","KSh 61,999",3%,5 out of 5,(2 verified ratings),"{'inStock': True, 'stockStatus': '1 units left', 'unitsLeft': 1}","{'Display: 6.67""\xa0120Hz AMOLED': True, 'Memory: 8GB+8GB Extended RAM': True, 'Storage: 512GB': True, 'Rear Camera: 50MP/108MP (Wide) /2MP (Bokeh) /LF': True, 'Front Camera: 32MP': True, 'OS:\xa0Android 13': True, 'Battery: 5000mAh': True}"
2024-10-03T20:35:38.695Z,Tecno Phantom V Flip 5G,Tecno,"KSh 87,999","KSh 99,999",12%,0 out of 5,(No ratings available),"{'inStock': True, 'stockStatus': '3 units left', 'unitsLeft': 3}","{'Main Display: 6.9"" AMOLED': True, 'Cover Screen: 1.32” Circular AMOLED': True, 'Memory:\xa08GB RAM +\xa0256GB': True, 'Rear Camera: 64MP + 13MP': True, 'Selfie Camera: 32MP': True, 'Battery: 4000mAh, 45W Fast Charging': True}"
2024-10-03T20:35:38.695Z,Tecno CAMON 20 PRO,Tecno,"KSh 28,299","KSh 29,999",6%,4.3 out of 5,(4 verified ratings),"{'inStock': True, 'stockStatus': '2 units left', 'unitsLeft': 2}","{'120Hz AMOLED with Fingerprint on Display (6.67"")': True, 'G99 Octa-Core Processor': True, '256GB ROM+8GB RAM ( can be extended to 16GB)': True, 'Front Camera: 32MP': True, 'Rear Camera:\xa064MP /2MP (Bokeh) /AI CAM/ Quad Flash(Ring-Flash)': True, '5000mAh Super Battery 33W Fast Charge': True, 'Android13 +': True, 'Resolution-1080*2400': True}"
2024-10-03T20:35:38.695Z,Tecno Phantom V Flip 5G,Tecno,"KSh 87,999","KSh 99,999",12%,2 out of 5,(1 verified rating),"{'inStock': True, 'stockStatus': '3 units left', 'unitsLeft': 3}","{'Main Display: 6.9"" AMOLED': True, 'Cover Screen: 1.32” Circular AMOLED': True, 'Memory: 8GB RAM +\xa0256GB': True, 'Rear Camera: 64MP + 13MP': True, 'Selfie Camera: 32MP': True, 'Battery: 4000mAh, 45W Fast Charging': True}"
2024-10-03T20:35:38.695Z,Tecno Sonic 1 ENC Noise Cancellation,Tecno,"KSh 3,499","KSh 5,000",30%,4 out of 5,(2 verified ratings),"{'inStock': True, 'stockStatus': '8 units left', 'unitsLeft': 8}","{'Playing Time ：50Hr': True, 'Charging Box Battery： 800mAh': True, 'Call Noise Cancellation': True, 'Audpub': True, 'Dual connection + synchronization and fast pairing': True, 'Bluetooth Version: 5.3': True, 'Transmission Distance: ≥10m': True, 'Waterproof Rate: IPX5': True, 'Earphone Form： In-ear/Half-in-ear': True}"
2024-10-03T20:35:38.695Z,Tecno True 1 42dB Active Noise Cancellation,Tecno,"KSh 6,499","KSh 8,000",19%,5 out of 5,(1 verified rating),"{'inStock': False, 'stockStatus': 'Status unknown', 'unitsLeft': None}","{'Music Playing Time：8.5hours\xa0 (Earphone)': True, '45hours\xa0 (Earphone+Charging Box)': True, 'Earphone Charging Time：2hours': True, 'Charging Box Charging Time：2hours': True, 'Product Dimension：68.2*58.4*30.4 mm': True, 'Charging Port：Type-C': True, 'Charging Box Battery：780mAh': True, 'Speaker Dimension：10mm': True, 'Bluetooth Version:\xa0 5.2': True, 'Transmission Distance: ≥10m': True, 'Waterproof Rate:\xa0 IPX5': True, 'Earphone Form：In-ear': True}"
2024-10-03T20:35:38.695Z,"Tecno Spark 20 Pro 6.78"" 256GB ROM + 8GB RAM (8GB RAM Extended) 108MP Ultra Sensing Camera 5000mAh Dual Sim-Sunset Blush",Tecno,"KSh 21,999","KSh 26,999",19%,5 out of 5,(1 verified rating),"{'inStock': False, 'stockStatus': 'Status unknown', 'unitsLeft': None}","{'Display: 6.78"" FHD+ 120Hz Refresh Rate': True, 'Storage: 256GB ROM + 8GB RAM + (8GB RAM Extended)': True, 'Main Camera: 108MP + 0,08MP': True, 'Selfie Camera: 32MP': True, 'OS: Android 13': True, 'Processor: Octa-core Mediatek Helio G99 (6nm)': True, 'Resolution: 1080 x 2460 pixels (~396 ppi density)': True, 'Battery: 5,000 mAh(typ) 33W': True}"
2024-10-03T20:35:38.695Z,Tecno Phantom V Fold-5G,Tecno,"KSh 153,999","KSh 169,999",9%,0 out of 5,(No ratings available),"{'inStock': True, 'stockStatus': '1 units left', 'unitsLeft': 1}","{'RAM: 12GB': True, 'Internal Storage:512GB': True, 'Battery: 5,000 mAh': True, 'Main camera: 50MP + 50MP +13MP': True, 'Front camera: 16MP, 32MP Cover lens': True, 'Display: 7.85 inches foldable display, 6.42 inches folded display': True, 'Cover display: 6.52 inches': True, 'Processor: Mediatek Dimensity 9000+ (4 nm)': True, 'Connectivity: Dual sim, 2G, 3G, 4G, 5G, Wi-Fi': True, 'Colors: Black, White': True, 'OS: Android 13, HiOS 13 Fold': True}"
2024-10-03T20:35:38.695Z,Tecno Phantom V Fold-5G,Tecno,"KSh 169,999",N/A,N/A,0 out of 5,(No ratings available),"{'inStock': True, 'stockStatus': '2 units left', 'unitsLeft': 2}","{'RAM: 12GB': True, 'Internal Storage:512GB': True, 'Battery: 5,000 mAh': True, 'Main camera: 50MP + 50MP +13MP': True, 'Front camera: 16MP, 32MP Cover lens': True, 'Display: 7.85 inches foldable display, 6.42 inches folded display': True, 'Cover display: 6.52 inches': True, 'Processor: Mediatek Dimensity 9000+ (4 nm)': True, 'Connectivity: Dual sim, 2G, 3G, 4G, 5G, Wi-Fi': True, 'Colors: Black, White': True, 'OS: Android 13, HiOS 13 Fold': True}"
2024-10-03T20:35:38.695Z,Tecno Phantom V Fold-5G,Tecno,"KSh 143,999","KSh 154,999",7%,0 out of 5,(No ratings available),"{'inStock': True, 'stockStatus': '2 units left', 'unitsLeft': 2}","{'RAM: 12GB': True, 'Internal Storage:256GB': True, 'Battery: 5,000 mAh': True, 'Main camera: 50MP + 50MP +13MP': True, 'Front camera: 16MP, 32MP Cover lens': True, 'Display: 7.85 inches foldable display, 6.42 inches folded display': True, 'Cover display: 6.52 inches': True, 'Processor: Mediatek Dimensity 9000+ (4 nm)': True, 'Connectivity: Dual sim, 2G, 3G, 4G, 5G, Wi-Fi': True, 'Colors: Black, White': True, 'OS: Android 13, HiOS 13 Fold': True}"
2024-10-03T20:35:38.695Z,Tecno Phantom V Fold-5G,Tecno,"KSh 143,999","KSh 154,999",7%,0 out of 5,(No ratings available),"{'inStock': True, 'stockStatus': '5 units left', 'unitsLeft': 5}","{'RAM: 12GB': True, 'Internal Storage: 256GB': True, 'Battery: 5,000 mAh': True, 'Main camera: 50MP + 50MP +13MP': True, 'Front camera: 16MP, 32MP Cover lens': True, 'Display: 7.85 inches foldable display, 6.42 inches folded display': True, 'Cover display: 6.52 inches': True, 'Processor: Mediatek Dimensity 9000+ (4 nm)': True, 'Connectivity: Dual sim, 2G, 3G, 4G, 5G, Wi-Fi': True, 'Colors: Black, White': True, 'OS: Android 13, HiOS 13 Fold': True}"
2024-10-03T20:35:38.695Z,Tecno 65W GaN 3 Ports Omni Fast Charger- Black,Tecno,"KSh 3,499","KSh 4,000",13%,0 out of 5,(No ratings available),"{'inStock': True, 'stockStatus': '5 units left', 'unitsLeft': 5}","{'Rated operating voltage range: 100V-240V': True, 'Rated operating frequency range: 50Hz-60Hz': True, 'Input current: ≤1.5A Type-C1/C2：': True, 'USB C - USB C Overcurrent / Surge protection': True}"
2024-10-03T20:35:38.695Z,Tecno POP 8,Tecno,"KSh 9,950","KSh 12,000",17%,0 out of 5,(No ratings available),"{'inStock': True, 'stockStatus': 'In stock', 'unitsLeft': None}","{'Display:\xa06.6"" 90Hz Hole Screen': True, 'Memory: 64GB ROM + 3GB RAM': True, 'Processor:\xa0Octa-core': True, 'Dimension:\xa0163.86x75.51x8.9mm': True, 'Network:\xa02G/3G/4G': True, 'Resolution:\xa0720*1612': True, 'Sensor:\xa0The ambient light and distance sensor, G-Sensor, Side-edge fingerprint': True, 'Camera: 8MP Front Camera with Dual Flash, 13MP AI Rear Camera with Dual Flash': True, 'Connectivity:\xa0GPS, Wifi, BT, FM, OTG': True, 'Battery Capacity:\xa0Non Removable 5000mAh': True}"
2024-10-03T20:35:38.695Z,Tecno POP 8,Tecno,"KSh 9,950","KSh 10,100",1%,0 out of 5,(No ratings available),"{'inStock': True, 'stockStatus': 'In stock', 'unitsLeft': None}","{'Display:\xa06.6"" 90Hz Hole Screen': True, 'Memory: 64GB ROM + 3GB RAM': True, 'Processor:\xa0Octa-core': True, 'Dimension:\xa0163.86x75.51x8.9mm': True, 'Network:\xa02G/3G/4G': True, 'Resolution:\xa0720*1612': True, 'Sensor:\xa0The ambient light and distance sensor, G-Sensor, Side-edge fingerprint': True, 'Camera: 8MP Front Camera with Dual Flash, 13MP AI Rear Camera with Dual Flash': True, 'Connectivity:\xa0GPS, Wifi, BT, FM, OTG': True, 'Battery Capacity:\xa0Non Removable 5000mAh': True}"
2024-10-03T20:35:38.695Z,Tecno Camon 30S PRO 6.78''FHD-AMOLED 12OHz,Tecno,"KSh 32,499","KSh 34,999",7%,0 out of 5,(No ratings available),"{'inStock': True, 'stockStatus': '5 units left', 'unitsLeft': 5}","{'Operating System; Android 14': True, 'Processor: Helio G100 Octa-Core': True, 'Network: 2G, 3G, 4G': True, 'Display: 6.78"" FHD+AMOLED 120Hz': True, 'Resolution: 1080*2436': True, 'Front Camera: 50MP AF, Front Dual Flash': True, ""Rear Camera: 50MP 1/1.56'' OIS+2MP Depth+light sensor, Dual Flash"": True, 'Memory: 256GB ROM+8GB RAM* (8GB+8GB Extended)': True, 'Battery Capacity: 5000mAh 45W Super Charge,Type-C': True}"
2024-10-03T20:35:38.695Z,Tecno Phantom V Flip 2 6.9'' LTPO AMOLED 120Hz,Tecno,"KSh 81,999","KSh 89,999",9%,0 out of 5,(No ratings available),"{'inStock': True, 'stockStatus': '5 units left', 'unitsLeft': 5}","{'Operating System: Android 14': True, 'Processor: MTK D8020': True, 'Network: 2G, 3G,4G,5G': True, ""Main Screen: 6.9'' AMOLED+120Hz LTPO Refresh RateSub Screen: 3.64'' AMOLED"": True, 'ResolutionMain Screen: FHD+ 1080 x 2640Sub Screen: 1056 x 1066': True, 'CameraRear: 50MP (Main) + 50MP (Ultra-wide)Front: 32MP (AF)': True, 'Memory: 256GB ROM+8GB RAM +(8GB Extended RAM)': True, 'Battery Capacity: 4720mAh (Typical) / 70W Charging': True}"
2024-10-03T20:35:38.695Z,Tecno Spark 20,Tecno,"KSh 12,660","KSh 15,000",16%,0 out of 5,(No ratings available),"{'inStock': True, 'stockStatus': 'In stock', 'unitsLeft': None}","{'50MP Ultra Clear Rear Camera': True, '32MP Glowing Selfie with Dual Flash': True, 'Iconic Design': True, '5000mAh Super Battery+18W Fast Charge': True, '128GB internal storage, 4GB RAM(4GB Extended RAM)': True, '6.6"" HD+ with 90Hz Refresh Rate': True, 'Helio G85 Super Boost Processor': True, 'Dual Stereo Speakers': True}"
2024-10-03T20:35:38.695Z,XIAOMI Redmi 14C,XIAOMI,"KSh 13,699","KSh 15,000",9%,4 out of 5,(1 verified rating),"{'inStock': True, 'stockStatus': '39 items left', 'unitsLeft': 39}","{'50MP triple main camera with PDAF': True, '120Hz HD+ IPS display': True, 'Gorilla Glass display protection': True, 'Helio G81 gaming processor': True, '18W Fast charging via USB Type-C': True, 'Android 14 OS': True, 'Stylish flat frame': True, 'Elegant glass back cover': True, 'Matte material feel': True, '150% volume boost': True, '4GB RAM': True, '128GB ROM': True}"
2024-10-03T20:35:38.695Z,XIAOMI Redmi 14C,XIAOMI,"KSh 13,699","KSh 15,000",9%,0 out of 5,(No ratings available),"{'inStock': True, 'stockStatus': '8 items left', 'unitsLeft': 8}","{'50MP triple main camera with PDAF': True, '120Hz HD+ IPS display': True, 'Gorilla Glass display protection': True, 'Helio G81 gaming processor': True, '18W Fast charging via USB Type-C': True, 'Android 14 OS': True, 'Stylish flat frame': True, 'Elegant glass back cover': True, 'Matte material feel': True, '150% volume boost': True, '4GB RAM': True, '128GB ROM': True}"
2024-10-03T20:35:38.695Z,XIAOMI Redmi 14C,XIAOMI,"KSh 13,699","KSh 15,000",9%,0 out of 5,(No ratings available),"{'inStock': True, 'stockStatus': '28 items left', 'unitsLeft': 28}","{'50MP triple main camera with PDAF': True, '120Hz HD+ IPS display': True, 'Gorilla Glass display protection': True, 'Helio G81 gaming processor': True, '18W Fast charging via USB Type-C': True, 'Android 14 OS': True, 'Stylish flat frame': True, 'Elegant glass back cover': True, 'Matte material feel': True, '150% volume boost': True, '4GB RAM': True, '128GB ROM': True}"
2024-10-03T20:35:38.695Z,XIAOMI Redmi 14C,XIAOMI,"KSh 15,099","KSh 17,000",11%,0 out of 5,(No ratings available),"{'inStock': False, 'stockStatus': 'Status unknown', 'unitsLeft': None}","{'Display: 6.88""\xa0120Hz HD+ IPS display': True, 'Memory: 128GB + 6GB RAM': True, 'Rear Camera: 50MP +2MP': True, 'Front Camera: 13MP': True, 'Processor:\xa0MediaTek Helio G81-Ultra processor': True, 'Side fingerprint sensor': True, 'AI face unlock': True, 'OS: Android 14': True, 'Battery: 5160mAh': True, '18W Fast charging via USB Type-C': True}"
2024-10-03T20:35:38.695Z,XIAOMI Redmi 14C,XIAOMI,"KSh 16,999","KSh 17,000",1%,0 out of 5,(No ratings available),"{'inStock': False, 'stockStatus': 'Status unknown', 'unitsLeft': None}","{'50MP triple main camera with PDAF': True, '120Hz HD+ IPS display': True, 'Gorilla Glass display protection': True, 'Helio G81 gaming processor': True, '18W Fast charging via USB Type-C': True, 'Android 14 OS': True, 'Stylish flat frame': True, 'Elegant glass back cover': True, 'Matte material feel': True, '150% volume boost': True, '8GB RAM': True, '256GB ROM': True}"
2024-10-03T20:35:38.695Z,XIAOMI Redmi 14C,XIAOMI,"KSh 15,099","KSh 17,000",11%,0 out of 5,(No ratings available),"{'inStock': False, 'stockStatus': 'Status unknown', 'unitsLeft': None}","{'Display: 6.88""\xa0120Hz HD+ IPS display': True, 'Memory: 128GB + 6GB RAM': True, 'Rear Camera: 50MP +2MP': True, 'Front Camera: 13MP': True, 'Processor:\xa0MediaTek Helio G81-Ultra processor': True, 'Side fingerprint sensor': True, 'AI face unlock': True, 'OS: Android 14': True, 'Battery: 5160mAh': True, '18W Fast charging via USB Type-C': True}"
2024-10-03T20:35:38.695Z,XIAOMI Redmi A3,XIAOMI,"KSh 9,999","KSh 11,500",13%,4.3 out of 5,(189 verified ratings),"{'inStock': True, 'stockStatus': '135 items left', 'unitsLeft': 135}","{'4GB RAM +128GB Storage': True, 'Processor: MediaTek Helio G36 processor': True, 'Display: 6.71"" Dot Drop display': True, 'Rear Camera: 8MP main camera': True, 'Front Camera: 5MP front camera': True, 'Battery & Charging: 5000mAh battery (typ); Supports 10W charging': True, 'Security: Side fingerprint sensor; AI face unlock': True}"
2024-10-03T20:35:38.695Z,XIAOMI Redmi A3,XIAOMI,"KSh 8,999","KSh 11,000",18%,4.1 out of 5,(115 verified ratings),"{'inStock': True, 'stockStatus': '96 items left', 'unitsLeft': 96}","{'Display: 6.71″ Dot Drop Display': True, 'Resolution: 720 x 1650': True, 'Refresh Rate: Up to 90Hz*': True, 'Processor: Mediatek Helio G36': True, 'Operating System: Android 14 (Go edition), MIUI': True, 'Rear Camera: 8MP + 0.08MP (auxiliary lens)': True, 'Front Camera: 5MP front camera': True, 'Security: Side fingerprint sensor, AI Face Unlock': True, 'Battery: 5000mAh (typ)': True, 'Charging: 10W fast charging, USB Type-C': True}"
2024-10-03T20:35:38.695Z,XIAOMI Redmi A3,XIAOMI,"KSh 9,093","KSh 11,000",17%,4.4 out of 5,(88 verified ratings),"{'inStock': True, 'stockStatus': '1 units left', 'unitsLeft': 1}","{'Display: 6.71″ Dot Drop Display': True, 'Resolution: 720 x 1650': True, 'Refresh Rate:Up to 90Hz*': True, 'Processor: Mediatek Helio G36': True, 'Operating System: Android 14 (Go edition), MIUI': True, 'Rear Camera: 8MP + 0.08 MP (auxiliary lens)': True, 'Front Camera: 5MP front camera': True, 'Battery: 5000mAh (typ)': True, 'Charging: 10W fast charging, USB Type-C': True, 'Security: Side fingerprint sensor, AI Face Unlock': True}"
2024-10-03T20:35:38.695Z,XIAOMI Redmi 13c,XIAOMI,"KSh 15,960","KSh 17,000",6%,4.4 out of 5,(79 verified ratings),"{'inStock': True, 'stockStatus': '24 items left', 'unitsLeft': 24}","{'Display: 6.74"" Dot Drop display': True, 'Chipset: Mediatek MT6769Z Helio G85 (12nm)': True, 'Memory: 256GB + 8GB RAM': True, 'Main Camera: 50MP+\xa02MP': True, 'Front Camera:\xa08MP': True, 'Operating System: Android 13, MIUI 14': True, 'Battery: Li-Po 5000mAh': True}"
2024-10-03T20:35:38.695Z,XIAOMI Redmi 13c,XIAOMI,"KSh 16,999","KSh 18,000",6%,4.8 out of 5,(5 verified ratings),"{'inStock': True, 'stockStatus': '11 items left', 'unitsLeft': 11}","{'Display: 6.74"" Dot Drop display': True, 'Chipset: Mediatek MT6769Z Helio G85 (12nm)': True, 'Memory: 256GB + 8GB RAM': True, 'Main Camera: 50MP+\xa02MP': True, 'Front Camera:\xa08MP': True, 'Operating System: Android 13, MIUI 14': True, 'Battery: Li-Po 5000mAh': True}"
2024-10-03T20:35:38.695Z,XIAOMI Redmi A3x,XIAOMI,"KSh 11,820","KSh 12,000",2%,4.3 out of 5,(4 verified ratings),"{'inStock': True, 'stockStatus': '1 units left', 'unitsLeft': 1}","{'Processor : MediaTek Helio G36 - Higher clock speed up to 2.2GHz': True, 'Memory: 4GB RAM 128GB ROM': True, 'SIM Type: Nano-SIM': True, 'SIM Count: Dual-SIM': True, 'Rear Cameras : 8MP AI Dual Camera': True, 'Battery Capacity : 5000 mAh (typ)': True, 'Dimensions : 168.4mm x 76.3mm x 8.3mm': True, 'Size: 17.04cm(6.71-inch)': True}"
2024-10-03T20:35:38.695Z,XIAOMI Watch 3 Active - Black(1 YR WRTY),XIAOMI,"KSh 5,499","KSh 10,998",50%,5 out of 5,(1 verified rating),"{'inStock': True, 'stockStatus': '6 units left', 'unitsLeft': 6}","{'1.83 inch display.': True, 'Bluetooth 5.3.': True, 'Stylish design.': True, 'Water resistant.': True, 'Microphone: supported': True, 'Speaker: supported': True}"
2024-10-03T20:35:38.695Z,XIAOMI Redmi Note 13,XIAOMI,"KSh 22,880","KSh 24,000",5%,4.2 out of 5,(24 verified ratings),"{'inStock': True, 'stockStatus': '4 units left', 'unitsLeft': 4}","{'Display: 6.67"" AMOLED, 120Hz': True, 'Chipset: Mediatek Dimensity 6080 (6 nm)': True, 'Memory: 128GB + 8GB RAM': True, 'Main Camera: 108MP + 8MP + 2MP': True, 'Selfie: 16MP': True, 'Operating System: Android 13, MIUI 14': True, 'Battery: Li-Po 5000mAh, non-removable': True}"
2024-10-03T20:35:38.695Z,XIAOMI Redmi Note 13,XIAOMI,"KSh 22,050","KSh 24,000",8%,4.8 out of 5,(8 verified ratings),"{'inStock': True, 'stockStatus': '4 units left', 'unitsLeft': 4}","{'Display: 6.67"" AMOLED, 120Hz': True, 'Chipset: Mediatek Dimensity 6080 (6 nm)': True, 'Memory: 128GB + 8GB RAM': True, 'Main Camera: 108MP + 8MP + 2MP': True, 'Selfie: 16MP': True, 'Operating System: Android 13, MIUI 14': True, 'Battery: Li-Po 5000mAh, non-removable': True}"
2024-10-03T20:35:38.695Z,XIAOMI MI TV Stick 4k - Black(1 YR WRTY),XIAOMI,"KSh 8,350","KSh 16,700",50%,5 out of 5,(1 verified rating),"{'inStock': True, 'stockStatus': '5 units left', 'unitsLeft': 5}","{'CPU: Quad-core Cortex-A35': True, 'GPU: Mali G31 MP2': True, 'RAM: 2GB': True, 'ROM: 8GB': True, 'System: Android TV 11.0': True, 'Content; Netflix, Amazon Prime Video and Youtube pre-installed': True, 'Wireless Connectivity; Wifi 2.4GHz and Bluetooth 5.2': True, 'Output Resolution: 2K FHD + HDR': True, 'Video decoder:\xa0AV1, VP9, H.265, H.264, MPEG-2, MPEG-1': True, 'Audio Recorder;\xa0DTS HD, Dolby Atmos': True, 'Built in Google assistant': True, 'Ports ; HDMI x 1, Micro USB x 1': True}"
2024-10-03T20:35:38.695Z,XIAOMI Redmi 12,XIAOMI,"KSh 14,630","KSh 16,000",9%,5 out of 5,(1 verified rating),"{'inStock': True, 'stockStatus': '205 items left', 'unitsLeft': 205}","{'Display: 6.79"" FHD+ DotDisplay': True, 'Memory: \xa04GB RAM + 128GB ROM': True, 'Rear Camera: 50MP+8MP+2MP': True, 'Front Camera: 8MP': True, 'SIM: Dual SIM': True, 'OS: Android': True, 'CPU: MediaTek Helio G88': True, 'Side fingerprint sensor': True, 'Battery: 5000mAh': True}"
2024-10-03T20:35:38.695Z,XIAOMI Redmi Note 13,XIAOMI,"KSh 20,480","KSh 21,000",2%,4.5 out of 5,(44 verified ratings),"{'inStock': True, 'stockStatus': '46 items left', 'unitsLeft': 46}","{'Display: 6.67"" AMOLED, 120Hz': True, 'Chipset: Mediatek Dimensity 6080 (6 nm)': True, 'Memory: 128GB + 6GB RAM': True, 'Main Camera: 108MP + 8MP + 2MP': True, 'Selfie: 16MP': True, 'Operating System: Android 13, MIUI 14': True, 'Battery: Li-Po 5000mAh, non-removable': True}"
2024-10-03T20:35:38.695Z,XIAOMI MI TV Stick 4k - Black(1 YR WRTY),XIAOMI,"KSh 10,500","KSh 21,000",50%,0 out of 5,(No ratings available),"{'inStock': False, 'stockStatus': 'Status unknown', 'unitsLeft': None}","{'CPU: Quad-core Cortex-A35': True, 'GPU: Mali G31 MP2': True, 'RAM: 2GB': True, 'ROM: 8GB': True, 'System: Android TV 11.0': True, 'Content; Netflix, Amazon Prime Video and Youtube pre-installed': True, 'Wireless Connectivity; Wifi 2.4GHz and Bluetooth 5.2': True, 'Output Resolution: 2K FHD + HDR': True, 'Video decoder:\xa0AV1, VP9, H.265, H.264, MPEG-2, MPEG-1': True, 'Audio Recorder;\xa0DTS HD, Dolby Atmos': True, 'Built in Google assistant': True, 'Ports ; HDMI x 1, Micro USB x 1': True}"
2024-10-03T20:35:38.695Z,XIAOMI Redmi 12,XIAOMI,"KSh 14,630","KSh 16,000",9%,1 out of 5,(1 verified rating),"{'inStock': True, 'stockStatus': '18 items left', 'unitsLeft': 18}","{'Display: 6.79"" FHD+ DotDisplay': True, 'Memory: \xa04GB RAM + 128GB ROM': True, 'Rear Camera: 50MP+8MP+2MP': True, 'Front Camera: 8MP': True, 'SIM: Dual SIM': True, 'OS: Android': True, 'CPU: MediaTek Helio G88': True, 'Side fingerprint sensor': True, 'Battery: 5000mAh': True}"
2024-10-03T20:35:38.695Z,XIAOMI Redmi 12,XIAOMI,"KSh 15,740","KSh 17,000",7%,0 out of 5,(No ratings available),"{'inStock': True, 'stockStatus': '62 items left', 'unitsLeft': 62}","{'Display: 6.79"" FHD+ DotDisplay': True, 'Memory: 8GB RAM + 128GB ROM': True, 'Rear Camera: 50MP+8MP+2MP': True, 'Front Camera: 8MP': True, 'SIM: Dual SIM': True, 'OS: Android': True, 'CPU: MediaTek Helio G88': True, 'Side fingerprint sensor': True, 'Battery: 5000mAh': True}"
2024-10-03T20:35:38.695Z,XIAOMI Redmi A3x,XIAOMI,"KSh 10,330","KSh 10,500",2%,5 out of 5,(1 verified rating),"{'inStock': True, 'stockStatus': '6 units left', 'unitsLeft': 6}","{'Processor : MediaTek Helio G36 - Higher clock speed up to 2.2GHz': True, 'Memory: 3GB RAM 64GB ROM': True, 'SIM Type: Nano-SIM': True, 'SIM Count: Dual-SIM': True, 'Rear Cameras : 8MP AI Dual Camera': True, 'Battery Capacity : 5000 mAh (typ)': True, 'Dimensions : 168.4mm x 76.3mm x 8.3mm': True, 'Size: 17.04cm(6.71-inch)': True}"
2024-10-03T20:35:38.695Z,XIAOMI Redmi 12,XIAOMI,"KSh 15,490","KSh 17,000",9%,0 out of 5,(No ratings available),"{'inStock': False, 'stockStatus': 'Status unknown', 'unitsLeft': None}","{'Display: 6.79"" FHD+ DotDisplay': True, 'Memory: 8GB RAM + 256GB ROM': True, 'Rear Camera: 50MP+8MP+2MP': True, 'Front Camera: 8MP': True, 'SIM: Dual SIM': True, 'OS: Android': True, 'CPU: MediaTek Helio G88': True, 'Side fingerprint sensor': True, 'Battery: 5000mAh': True}"
2024-10-03T20:35:38.695Z,XIAOMI Redmi A3x,XIAOMI,"KSh 10,330","KSh 10,500",2%,0 out of 5,(No ratings available),"{'inStock': True, 'stockStatus': '4 units left', 'unitsLeft': 4}","{'Processor : MediaTek Helio G36 - Higher clock speed up to 2.2GHz': True, 'Memory: 3GB RAM 64GB ROM': True, 'SIM Type: Nano-SIM': True, 'SIM Count: Dual-SIM': True, 'Rear Cameras : 8MP AI Dual Camera': True, 'Battery Capacity : 5000 mAh (typ)': True, 'Dimensions : 168.4mm x 76.3mm x 8.3mm': True, 'Size: 17.04cm(6.71-inch)': True}"
2024-10-03T20:35:38.695Z,XIAOMI Redmi 14C,XIAOMI,"KSh 16,999","KSh 17,000",1%,0 out of 5,(No ratings available),"{'inStock': False, 'stockStatus': 'Status unknown', 'unitsLeft': None}","{'Display: 6.88""\xa0120Hz HD+ IPS display': True, 'Memory: 256GB + 8GB RAM': True, 'Rear Camera: 50MP +2MP': True, 'Front Camera: 13MP': True, 'Processor:\xa0MediaTek Helio G81-Ultra processor': True, 'Side fingerprint sensor': True, 'AI face unlock': True, 'OS: Android 14': True, 'Battery: 5160mAh': True, '18W Fast charging via USB Type-C': True}"
2024-10-03T20:35:38.695Z,XIAOMI Redmi 14C,XIAOMI,"KSh 100,000",N/A,N/A,0 out of 5,(No ratings available),"{'inStock': False, 'stockStatus': 'Status unknown', 'unitsLeft': None}","{'Display: 6.88""\xa0120Hz HD+ IPS display': True, 'Memory: 128GB + 6GB RAM': True, 'Rear Camera: 50MP +2MP': True, 'Front Camera: 13MP': True, 'Processor:\xa0MediaTek Helio G81-Ultra processor': True, 'Side fingerprint sensor': True, 'AI face unlock': True, 'OS: Android 14': True, 'Battery: 5160mAh': True, '18W Fast charging via USB Type-C': True}"
2024-10-03T20:35:38.695Z,Infinix Note 40,Infinix,"KSh 28,550","KSh 50,000",43%,4.6 out of 5,(20 verified ratings),"{'inStock': True, 'stockStatus': '10 items left', 'unitsLeft': 10}","{'Display: 6.78""': True, 'Resolution: FHD+ 1080*2436': True, 'Processor:\xa0Octa-core': True, 'Storage: 256GB + 8GB RAM': True, 'Rear Camera:\xa0108MP': True, 'Front Camera:\xa032MP': True, 'OS: Android 14, XOS 14': True, 'Battery: 5000mAh': True}"
2024-10-03T20:35:38.695Z,Infinix Note 40 Pro+ 5G,Infinix,"KSh 45,135","KSh 51,000",12%,4.4 out of 5,(10 verified ratings),"{'inStock': True, 'stockStatus': '3 units left', 'unitsLeft': 3}","{'Display: 6.78""': True, 'Memory: 256GB + 12GB RAM': True, 'Rear Camera:\xa0108MP OIS+2MP+2MP': True, 'Front: 32MP': True, 'CPU:\xa0Octa-core (2x2.2 GHz Cortex-A78\xa0& 6x2.0 GHz Cortex-A55)': True, 'Chipset:\xa0MediaTek DIMENSITY 7020': True, 'OS:\xa0XOS 14': True, 'Battery:\xa04600mAh': True}"
